CD_CLIENTE;SEGMENTO;FAIXA_FATURAMENTO;MARCA_TOTVS;MODALIDADE_COMERCIALIZADA;REGIAO;RESPOSTA_NPS_RELACIONAL;Tempo_Relacionamento_media;RECEITA_RECORRENTE_media;QTDE_TICKETS_media;UF;UF_AJUSTADA
TFCXB1;EDUCACIONAL;Faixa 03 - De 15 M ate 25 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;5;1459,1875;799988397;8;SP;SP
TFD055;SERVICOS;Sem Informações de Faturamento;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;8;996;1003862272;133;MG;MG
TFD845;MANUFATURA;Faixa 08 - De 150 M ate 300 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;7;1328,065217;745409345;46;SP;SP
TFD975;AGROINDUSTRIA;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;7;677,0789474;521043695;490;SP;SP
TFCPG1;MANUFATURA;Faixa 04 - De 25 M ate 35 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;8;1364,058824;471116409;260;SP;SP
TFCTU7;MANUFATURA;Faixa 05 - De 35 M ate 50 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;6;1646,181818;692582321;69;SP;SP
TFBLLW;DISTRIBUICAO;Faixa 02 - De 7,5 M ate 15 M;CROSS - INTERA;MODALIDADE INTERA 17;Sudeste;6;2337;397470833;43;SP;SP
TFDDDI;DISTRIBUICAO;Faixa 08 - De 150 M ate 300 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;7;1488,692308;1444788829;147;SP;SP
TFDDIF;CONSTRUCAO E PROJETOS;Faixa 07 - De 75 M ate 150 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;10;672,2666667;3116209115;114;SP;SP
TFDDJR;MANUFATURA;Faixa 11 - Acima de 850 M;CROSS - INTERA;MODALIDADE SERVICOS NÃO RECORRENTES;Sudeste;7;922,1851852;320495379;160;RJ;RJ
TEZPGH;MANUFATURA;Faixa 00 - Ate 4,5 M;CROSS - INTERA;MODALIDADE INTERA 17;Sudeste;8;3311;411369432;74;RJ;RJ
TFCAXX;SERVICOS;Sem Informações de Faturamento;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;10;1399,5;964787893;72;MG;MG
TFCGOQ;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;9;1718,076923;702560769;165;SP;SP
TFCXQQ;SERVICOS;Faixa 03 - De 15 M ate 25 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;9;1133,083333;;27;SP;SP
TFBWAK;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CROSS - INTERA;MODALIDADE INTERA 17;Sudeste;5;2703;1268393665;165;RJ;RJ
TFAIMA;AGROINDUSTRIA;Sem Informações de Faturamento;CROSS - INTERA;MODALIDADE INTERA 17;Sudeste;8;3158;685903793;21;MG;MG
TFBLAC;SERVICOS;Sem Informações de Faturamento;CROSS - INTERA;MODALIDADE INTERA 17;Sudeste;9;2920;452137147;64;SP;SP
TFDHGP;SAUDE;Faixa 00 - Ate 4,5 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;8;910,6363636;900018537;130;ES;ES
TFDOSP;DISTRIBUICAO;Faixa 03 - De 15 M ate 25 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;1;705,4;1198261312;20;SP;SP
TFDRGJ;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;10;460;675421506;126;SP;SP
TFDJMF;MANUFATURA;Faixa 05 - De 35 M ate 50 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;7;707,7916667;387195319;105;MG;MG
TFDMBC;EDUCACIONAL;Faixa 03 - De 15 M ate 25 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;7;847;659120252;157;MG;MG
TFDGWT;MANUFATURA;Faixa 03 - De 15 M ate 25 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;10;856,1578947;334506978;436;SP;SP
T09129;DISTRIBUICAO;Faixa 08 - De 150 M ate 300 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;3337,978723;2116107506;36;SP;SP
T07742;CONSTRUCAO E PROJETOS;Faixa 07 - De 75 M ate 150 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;3240,125;1413931842;72;SP;SP
T06619;SERVICOS;Faixa 08 - De 150 M ate 300 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2636,043478;1080353838;234;SP;SP
T06638;VAREJO;Faixa 07 - De 75 M ate 150 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2519,975;1325208108;144;MG;MG
T10289;VAREJO;Faixa 08 - De 150 M ate 300 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;4053,875;2507599985;285;MG;MG
T09935;CONSTRUCAO E PROJETOS;Faixa 06 - De 50 M ate 75 M;CROSS - TRADICIONAL;MODALIDADE CORPORATIVO;Sudeste;10;3817,396552;879211734;169;RJ;RJ
T10752;VAREJO;Faixa 03 - De 15 M ate 25 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;3361,101695;343706893;18;SP;SP
T08223;SAUDE;Faixa 06 - De 50 M ate 75 M;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2712,126984;2807966980;190;SP;SP
T07673;DISTRIBUICAO;Faixa 03 - De 15 M ate 25 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;3121,302326;955309566;102;SP;SP
T07244;DISTRIBUICAO;Faixa 10 - De 500 M ate 850 M;FLUIG - CORE;MODALIDADE CORPORATIVO;Sudeste;10;3325,674157;346502943;488;MG;MG
T10703;SERVICOS;Faixa 07 - De 75 M ate 150 M;DELIVERY CENTER - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;9;2509,412281;787499431;130;SP;SP
T07677;EDUCACIONAL;Faixa 08 - De 150 M ate 300 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2799,708333;2497902765;48;SP;SP
T10391;DISTRIBUICAO;Faixa 00 - Ate 4,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;3477,823529;243868147;72;RJ;RJ
T10219;EDUCACIONAL;Faixa 07 - De 75 M ate 150 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7;1906,463415;536892603;214;SP;SP
T08368;VAREJO;Faixa 02 - De 7,5 M ate 15 M;SUPERMERCADOS - CORE;MODALIDADE CORPORATIVO;Sudeste;9;2637,44;473608825;709;MG;MG
T01436;CONSTRUCAO E PROJETOS;Faixa 07 - De 75 M ate 150 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;2965,375;22160555;82;SP;SP
T06552;SERVICOS;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;3353,862745;1067148792;299;SP;SP
T09163;DISTRIBUICAO;Faixa 11 - Acima de 850 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2815,078947;1503895200;310;SP;SP
T03231;VAREJO;Faixa 02 - De 7,5 M ate 15 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;3157,56;296840043;50;SP;SP
T05967;VAREJO;Faixa 08 - De 150 M ate 300 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;3158,554054;1855977269;997;SP;SP
T09860;CONSTRUCAO E PROJETOS;Faixa 11 - Acima de 850 M;CROSS - TRADICIONAL;MODALIDADE CORPORATIVO;Sudeste;9;3764,906542;2294843186;289;SP;SP
T07888;VAREJO;Faixa 02 - De 7,5 M ate 15 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;3585,214286;;6;MG;MG
T07884;EDUCACIONAL;Faixa 04 - De 25 M ate 35 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;3672,571429;1930946701;342;SP;SP
T07483;VAREJO;Faixa 06 - De 50 M ate 75 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;2774,05;1574639723;96;SP;SP
T07682;LOGISTICA;Faixa 09 - De 300 M ate 500 M;FLUIG - CORE;MODALIDADE CORPORATIVO;Sudeste;6;3810,745763;323732642;175;SP;SP
T09590;LOGISTICA;Faixa 10 - De 500 M ate 850 M;LEGAL SERVICE;MODALIDADE CORPORATIVO;Sudeste;9;2712,789855;1443093116;611;MG;MG
