CD_CLIENTE;SEGMENTO;FAIXA_FATURAMENTO;MARCA_TOTVS;MODALIDADE_COMERCIALIZADA;REGIAO;RESPOSTA_NPS_RELACIONAL;Tempo_Relacionamento_media;RECEITA_RECORRENTE_media;QTDE_TICKETS_media;UF;UF_AJUSTADA
TDCH0E;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;570;;;SP;SP
TDCHEC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;333;;;SP;SP
TDCF7G;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1191;;;SP;SP
TDCH83;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;515;;;SP;SP
TDCG7X;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2108;;;SP;SP
TDCCP4;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1857;;;SP;SP
TDCD7G;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;435;;;SP;SP
TDCGCK;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2116;;;SP;SP
TDCFKH;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;966;;;SP;SP
TDCDD1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;494;;;RJ;RJ
TDCDEC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;539;;;SP;SP
TDCD20;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1232;;;SP;SP
TDCGXG;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;3094;;;SP;SP
TDCFNX;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1362;;;SP;SP
TDCFOY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1228;;;MG;MG
TDCCGJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;737;;;SP;SP
TDCDJ8;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1592;;;SP;SP
TDCDMD;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;436;;;SP;SP
TDCHB5;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;326;;;SP;SP
TDCD1U;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1395;;;MG;MG
TDCD2A;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;813;;;SP;SP
TDCEAM;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1744;;;ES;ES
TDCDEE;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2464;;;ES;ES
TDCDST;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;476;;;SP;SP
TDCEO1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1429;;;SP;SP
TDCE1L;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1380;;;SP;SP
TDCGMG;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;737;;;SP;SP
TDCDTX;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;826;;;SP;SP
TDCE4M;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1381;;;SP;SP
TDCDUQ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;863;;;SP;SP
TDCEA0;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1066;;;SP;SP
TDCDXR;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;568;;;SP;SP
TDCH1Y;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;436;;;SP;SP
TDCE0X;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;875;;;SP;SP
TDCF6V;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2048;;;MG;MG
TDCDX2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1339;;;SP;SP
TDCE2T;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1240;;;SP;SP
TDCDXI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1507;;;RJ;RJ
TDCFE1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1120;;;SP;SP
TDCE25;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;434;;;SP;SP
TDCCFC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;420;;;RJ;RJ
TDCD9N;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2956;;;SP;SP
TDCEEN;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;560;;;SP;SP
TDCELM;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;737;;;SP;SP
TDCEGP;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;464;;;SP;SP
TDCFZY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1439;;;SP;SP
TDCDRM;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;4161;;;SP;SP
TDCEOU;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;744;;;RJ;RJ
TDCDH2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1450;;;SP;SP
TDCEU3;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;886;;;SP;SP
TDCEV7;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;751;;;SP;SP
TDCEK9;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1303;;;RJ;RJ
TDCEBF;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;387;;;RJ;RJ
TDCF18;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;494;;;SP;SP
TDCEEP;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;448;;;SP;SP
TDCF1I;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;829;;;SP;SP
TDCFNF;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;660;;;MG;MG
TDCFSJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1088;;;MG;MG
TDCEH6;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1248;;;SP;SP
TDCFUO;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;839;;;SP;SP
TDCGGA;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;3065;;;SP;SP
TDCFPB;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;626;;;SP;SP
TDCA06;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;814;;;SP;SP
TDCG17;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2699;;;SP;SP
TDCFFJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;401;;;SP;SP
TDCH4G;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1453;;;MG;MG
TDCG7Q;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;994;;;RJ;RJ
TDCG94;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2191;;;SP;SP
TDCGAE;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;718;;;SP;SP
TDCCJH;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;403;;;SP;SP
TDCCJQ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2271;;;SP;SP
TDCCLV;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2144;;;RJ;RJ
TDCG0B;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1501;;;MG;MG
TDCGOH;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;598;;;SP;SP
TDCC5T;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1422;;;SP;SP
TDCG2A;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;639;;;SP;SP
TDCG50;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1022;;;SP;SP
TDCC2O;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1668;;;SP;SP
TDCD85;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1296;;;SP;SP
TDCGWH;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;751;;;SP;SP
TDCFYR;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1229;;;MG;MG
TDCGX1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;771;;;SP;SP
TDCGDN;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2261;;;SP;SP
TDCGZQ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;744;;;SP;SP
TDCGFY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1304;;;SP;SP
TDCH1K;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;981;;;ES;ES
TDCH3P;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1057;;;ES;ES
TDCDSH;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1039;;;SP;SP
TDCDMS;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1134;;;RJ;RJ
TDCH7J;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;736;;;SP;SP
TDCH5B;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;696;;;SP;SP
TDCDNY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1128;;;SP;SP
TDCCUF;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1928;;;MG;MG
TDCCE2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1016;;;MG;MG
TDCCPC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1635;;;SP;SP
TDCF5T;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2396;;;SP;SP
TDCF8A;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2845;;;SP;SP
TDCHBX;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;351;;;SP;SP
TDCGJH;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1304;;;SP;SP
TDCCRT;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;728;;;SP;SP
TDCCNB;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1100;;;ES;ES
TDCD7B;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;990;;;SP;SP
TDCGKT;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1565;;;RJ;RJ
TDCD0L;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2741;;;SP;SP
TDCDBW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1928;;;SP;SP
TDCEGW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1241;;;SP;SP
TDCFZE;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;921;;;SP;SP
TDCGUD;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1429;;;MG;MG
TDCEBG;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;381;;;SP;SP
TDCG9B;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;876;;;SP;SP
TDCEWF;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1737;;;ES;ES
TDCFUJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1361;;;SP;SP
TDCF1A;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;4693;;;ES;ES
TDCFZS;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1565;;;SP;SP
TDCD6Y;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1422;;;SP;SP
TDCGWU;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;365;;;SP;SP
TDCCLP;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1463;;;MG;MG
TDCF6S;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;568;;;RJ;RJ
TDCD7L;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2711;;;SP;SP
TDCHBT;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;315;;;SP;SP
TDCH3Z;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2544;;;SP;SP
TDCC4A;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;486;;;ES;ES
TDCDSO;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;732;;;SP;SP
TDCGKZ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2597;;;SP;SP
TDCDXQ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;596;;;RJ;RJ
TDCFTL;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1134;;;RJ;RJ
TDCEG4;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1725;;;SP;SP
TDCFYC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;774,2;;;RJ;RJ
TDCCRG;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1408;;;SP;SP
TDCCXL;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2102;;;SP;SP
TDCH8W;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2031;;;SP;SP
TDCEIC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1494;;;SP;SP
TDCF4N;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;721;;;SP;SP
TDCF6P;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;700;;;SP;SP
TDCDGW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;833;;;SP;SP
TDCFB0;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;584;;;RJ;RJ
TDCFBR;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;477;;;SP;SP
TDCGBB;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2438;;;SP;SP
TDCG42;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;739;;;RJ;RJ
TDCEWN;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1463;;;SP;SP
TDCFFC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;682;;;SP;SP
TDCG7V;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1843;;;RJ;RJ
TDCDQ1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1306;;;SP;SP
TDCEDJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;380;;;SP;SP
TDCGO3;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2622;;;RJ;RJ
TDCGPY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;905;;;SP;SP
TDCGTA;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1492;;;SP;SP
TDCCUO;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1201;;;SP;SP
TDCH86;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1149;;;RJ;RJ
TDCGN0;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;497;;;MG;MG
TDCCFK;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1845;;;SP;SP
TDCGYS;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2791;;;SP;SP
TDCG3Q;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1353;;;SP;SP
TDCHBK;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;359;;;SP;SP
TDCH1R;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1156;;;SP;SP
TDCC79;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1649;;;SP;SP
TDCG5J;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;865;;;SP;SP
TDCDB7;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2039;;;RJ;RJ
TDCGIG;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;673;;;SP;SP
TDCD0F;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1172;;;SP;SP
TDCCZL;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1302;;;SP;SP
TDCGM2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;605;;;RJ;RJ
TDCDMT;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1131;;;SP;SP
TDCDPU;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1654;;;SP;SP
TDCGP2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1491;;;RJ;RJ
TDCD69;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1120;;;SP;SP
TDCDOK;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1648;;;MG;MG
TDCDU9;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1582;;;SP;SP
TDCD6S;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1015;;;MG;MG
TDCFJY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;387;;;SP;SP
TDCGAS;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2235;;;RJ;RJ
TDCEAT;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2046;;;MG;MG
TDCGE1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;542;;;SP;SP
TDCDE8;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1522;;;SP;SP
TDCEI5;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2174;;;SP;SP
TDCEP4;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1556;;;SP;SP
TDCECE;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1302;;;SP;SP
TDCET6;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;799;;;SP;SP
TDCENI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1199;;;SP;SP
TDCEI1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1302;;;SP;SP
TDCHEZ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1381;;;SP;SP
TDCF5O;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;507;;;SP;SP
TDCDQ2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1208;;;SP;SP
TDCCTC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1849;;;MG;MG
TDCFUZ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;365;;;SP;SP
TDCFN1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1263;;;MG;MG
TDCG2K;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;632;;;SP;SP
TDCFMT;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2110;;;MG;MG
TDCDEG;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1789;;;MG;MG
TDCGV6;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2544;;;SP;SP
TDCDU3;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1845;;;SP;SP
TDCGVJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;861;;;RJ;RJ
TDCGZA;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1212;;;SP;SP
TDCEIB;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1501;;;MG;MG
TDCH9B;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1652;;;SP;SP
TDCEDY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1514;;;RJ;RJ
TDCFH8;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1480;;;SP;SP
TDCEUI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1599;;;MG;MG
TDCFPM;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1836;;;SP;SP
TDCEJ3;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;759;;;SP;SP
TDCEYF;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1849;;;SP;SP
TDCFYY;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;3803;;;SP;SP
TDCENC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1736;;;SP;SP
TDCG7S;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1569;;;RJ;RJ
TDCF86;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1638;;;SP;SP
TDCFJ9;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1576;;;MG;MG
TDCG71;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1509;;;MG;MG
TDCH40;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2121;;;SP;SP
TDCCOD;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1191;;;RJ;RJ
TDCCYG;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;4904;;;SP;SP
TDCGH7;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1619;;;SP;SP
TDCG1L;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1288;;;SP;SP
TDCGSX;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1200;;;MG;MG
TDCH1I;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;977;;;SP;SP
TDCH6L;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1640;;;SP;SP
TDCFC3;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;792;;;ES;ES
TDCEE8;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1303;;;SP;SP
TDCF83;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;4028;;;SP;SP
TDCDIB;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1312;;;SP;SP
TDCFNQ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1422;;;SP;SP
TDCGFI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2353;;;RJ;RJ
TDCCQK;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;995;;;SP;SP
TDCG96;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1942;;;SP;SP
TDCE1K;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2194;;;SP;SP
TDCCQ9;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2535;;;RJ;RJ
TDCE9V;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1248;;;ES;ES
TDCF1U;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1257;;;SP;SP
TDCE4E;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1743;;;ES;ES
TDCGKW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1625;;;SP;SP
TDCERM;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1575;;;RJ;RJ
TDCF8L;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1450;;;ES;ES
TDCGUZ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1548;;;RJ;RJ
TFCAWJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;2341;;;RJ;RJ
TDCDTW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;4111;;;SP;SP
TDCGXI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;1739;;;MG;MG
TFEBOM;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sudeste;;984;;;SP;SP
TDC8H2;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;1246,333333;;;SC;SC
TDCCBI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;2333;;;SC;SC
TDCCDF;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;2243;;;SC;SC
TDCCOZ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;437;;;SC;SC
TDCEAP;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;1414;;;RS;RS
TDCEEJ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;814;;;SC;SC
TDCFD1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;2052;;;RS;RS
TDCFZN;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;1400;;;SC;SC
TDCC35;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;4018;;;SC;SC
TDCGC1;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;1124;;;RS;RS
TDCGLS;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;2605;;;PR;PR
TDCCB0;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;1298;;;SC;SC
TDCCUC;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;1660;;;SC;SC
TDCCXW;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;1198;;;RS;RS
TDCGGZ;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;2622;;;SC;SC
TDCCQ4;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;620;;;SC;SC
TDCA6P;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;2753;;;SC;SC
TDCC3R;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;1247;;;SC;SC
TDCC6W;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;1316;;;SC;SC
TDCHEI;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;343;;;SC;SC
TDCCTS;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;787;;;SC;SC
TDCGB9;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;2206;;;SC;SC
TDCCQ0;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;2838;;;SC;SC
TDCDC7;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;1264;;;SC;SC
TDCF0T;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;1313;;;PR;PR
TDCHA7;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;1096;;;SC;SC
